tenure,contract,internetservice,paymentmethod,onlinesecurity,techsupport,phoneservice,paperlessbilling,churn
16,month-to-month,fiber_optic,credit_card_(automatic),no,yes,yes,yes,1
3,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
67,one_year,dsl,bank_transfer_(automatic),yes,yes,yes,yes,0
62,two_year,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,yes,0
57,month-to-month,fiber_optic,credit_card_(automatic),no,no,yes,yes,1
2,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
23,two_year,dsl,bank_transfer_(automatic),yes,yes,yes,yes,0
25,two_year,dsl,bank_transfer_(automatic),yes,yes,no,no,0
72,two_year,fiber_optic,bank_transfer_(automatic),no,yes,yes,yes,0
2,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
8,one_year,no,bank_transfer_(automatic),no_internet_service,no_internet_service,yes,yes,0
5,month-to-month,dsl,mailed_check,no,no,yes,yes,1
35,month-to-month,dsl,electronic_check,no,no,no,no,0
24,one_year,no,electronic_check,no_internet_service,no_internet_service,yes,no,0
2,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
72,two_year,fiber_optic,credit_card_(automatic),yes,yes,yes,yes,0
41,month-to-month,fiber_optic,electronic_check,yes,yes,yes,yes,0
4,month-to-month,dsl,electronic_check,yes,no,yes,no,1
26,one_year,fiber_optic,bank_transfer_(automatic),no,no,yes,no,0
7,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
1,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
4,month-to-month,dsl,mailed_check,no,yes,yes,yes,0
48,two_year,dsl,credit_card_(automatic),no,yes,yes,no,0
2,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
12,one_year,dsl,electronic_check,yes,yes,yes,yes,0
60,month-to-month,fiber_optic,bank_transfer_(automatic),yes,yes,yes,yes,0
55,two_year,dsl,electronic_check,yes,yes,yes,yes,0
1,month-to-month,dsl,mailed_check,no,yes,no,no,0
1,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
4,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
1,month-to-month,dsl,mailed_check,no,no,no,yes,1
42,two_year,dsl,credit_card_(automatic),no,yes,yes,no,0
1,month-to-month,dsl,bank_transfer_(automatic),yes,no,yes,no,0
7,month-to-month,fiber_optic,credit_card_(automatic),no,no,yes,yes,1
3,month-to-month,fiber_optic,credit_card_(automatic),no,no,yes,yes,0
72,two_year,dsl,credit_card_(automatic),yes,no,yes,yes,0
15,month-to-month,dsl,electronic_check,no,no,yes,yes,0
4,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
11,one_year,no,electronic_check,no_internet_service,no_internet_service,yes,no,0
5,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
1,month-to-month,dsl,electronic_check,yes,no,yes,yes,1
72,two_year,fiber_optic,credit_card_(automatic),yes,yes,yes,yes,0
55,month-to-month,fiber_optic,credit_card_(automatic),no,no,yes,yes,0
40,month-to-month,no,electronic_check,no_internet_service,no_internet_service,yes,yes,0
57,two_year,no,bank_transfer_(automatic),no_internet_service,no_internet_service,yes,no,0
1,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
1,month-to-month,fiber_optic,electronic_check,yes,no,yes,yes,1
1,month-to-month,dsl,mailed_check,no,no,no,no,1
52,one_year,dsl,electronic_check,no,no,yes,yes,0
41,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
43,one_year,dsl,mailed_check,no,no,yes,yes,0
47,two_year,no,bank_transfer_(automatic),no_internet_service,no_internet_service,yes,no,0
3,month-to-month,dsl,bank_transfer_(automatic),no,no,yes,no,0
66,two_year,dsl,credit_card_(automatic),yes,yes,yes,no,1
55,two_year,dsl,credit_card_(automatic),no,yes,yes,yes,0
29,one_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
12,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
66,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
35,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
10,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
27,month-to-month,fiber_optic,bank_transfer_(automatic),no,no,yes,yes,0
58,month-to-month,fiber_optic,electronic_check,no,yes,yes,yes,0
54,two_year,fiber_optic,bank_transfer_(automatic),yes,yes,yes,no,1
9,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
2,one_year,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,no,1
6,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
26,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
9,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
8,month-to-month,dsl,mailed_check,no,no,yes,yes,0
12,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
15,month-to-month,dsl,electronic_check,no,no,yes,yes,1
43,one_year,dsl,electronic_check,yes,no,yes,yes,0
42,month-to-month,fiber_optic,electronic_check,no,yes,yes,yes,0
31,month-to-month,dsl,credit_card_(automatic),yes,yes,yes,no,1
66,two_year,fiber_optic,credit_card_(automatic),yes,yes,yes,yes,0
18,month-to-month,fiber_optic,electronic_check,no,yes,yes,yes,1
1,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
61,two_year,fiber_optic,electronic_check,no,yes,yes,yes,1
10,month-to-month,fiber_optic,electronic_check,no,no,yes,no,0
1,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
18,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
24,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
3,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
50,one_year,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,no,0
1,month-to-month,dsl,electronic_check,no,no,yes,no,0
2,month-to-month,dsl,mailed_check,yes,yes,yes,yes,0
17,one_year,no,bank_transfer_(automatic),no_internet_service,no_internet_service,yes,yes,0
69,two_year,fiber_optic,electronic_check,no,no,yes,yes,0
72,two_year,dsl,credit_card_(automatic),yes,yes,yes,yes,0
3,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
50,two_year,dsl,bank_transfer_(automatic),yes,no,yes,yes,0
53,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
58,two_year,fiber_optic,credit_card_(automatic),yes,yes,yes,yes,0
46,one_year,dsl,bank_transfer_(automatic),yes,no,no,yes,0
72,month-to-month,fiber_optic,credit_card_(automatic),yes,yes,yes,yes,0
1,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
6,month-to-month,fiber_optic,mailed_check,no,no,yes,yes,0
72,two_year,dsl,bank_transfer_(automatic),yes,yes,yes,no,0
4,month-to-month,dsl,mailed_check,no,no,yes,yes,0
52,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
0,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
2,one_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
65,two_year,no,bank_transfer_(automatic),no_internet_service,no_internet_service,yes,no,0
43,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
4,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
25,one_year,fiber_optic,electronic_check,yes,no,yes,yes,1
51,one_year,dsl,credit_card_(automatic),no,yes,yes,yes,0
12,month-to-month,dsl,bank_transfer_(automatic),no,no,yes,no,0
57,one_year,dsl,bank_transfer_(automatic),yes,no,yes,yes,1
24,one_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
64,one_year,dsl,bank_transfer_(automatic),no,yes,yes,no,0
4,one_year,fiber_optic,electronic_check,no,yes,yes,yes,1
26,month-to-month,fiber_optic,bank_transfer_(automatic),no,no,yes,yes,0
15,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
64,two_year,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,no,0
36,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
27,month-to-month,fiber_optic,credit_card_(automatic),no,no,yes,no,0
1,month-to-month,fiber_optic,mailed_check,no,no,yes,no,1
35,one_year,dsl,credit_card_(automatic),yes,yes,yes,yes,1
4,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
8,month-to-month,dsl,electronic_check,no,no,yes,yes,0
10,month-to-month,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,yes,0
2,month-to-month,dsl,mailed_check,no,no,yes,no,0
58,two_year,fiber_optic,bank_transfer_(automatic),yes,no,yes,yes,1
51,two_year,dsl,credit_card_(automatic),yes,yes,yes,yes,0
46,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,yes,0
1,month-to-month,no,bank_transfer_(automatic),no_internet_service,no_internet_service,yes,yes,0
46,month-to-month,fiber_optic,bank_transfer_(automatic),no,no,yes,no,0
50,month-to-month,fiber_optic,bank_transfer_(automatic),yes,yes,yes,yes,0
53,month-to-month,dsl,credit_card_(automatic),no,yes,yes,no,0
61,month-to-month,fiber_optic,electronic_check,no,yes,yes,yes,0
5,month-to-month,no,bank_transfer_(automatic),no_internet_service,no_internet_service,yes,no,0
47,one_year,dsl,bank_transfer_(automatic),yes,yes,yes,yes,0
54,one_year,fiber_optic,bank_transfer_(automatic),no,no,yes,yes,0
19,month-to-month,dsl,credit_card_(automatic),no,no,no,yes,0
26,two_year,fiber_optic,electronic_check,no,yes,yes,yes,0
70,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
17,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
30,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
1,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
19,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
26,two_year,dsl,credit_card_(automatic),no,no,yes,yes,0
21,month-to-month,fiber_optic,bank_transfer_(automatic),no,no,yes,yes,1
50,one_year,fiber_optic,electronic_check,no,no,yes,yes,0
68,one_year,dsl,electronic_check,yes,no,no,yes,0
3,month-to-month,fiber_optic,bank_transfer_(automatic),no,no,yes,yes,1
9,month-to-month,fiber_optic,electronic_check,no,yes,yes,no,0
51,two_year,dsl,bank_transfer_(automatic),yes,yes,no,no,0
9,month-to-month,dsl,electronic_check,no,no,yes,yes,0
41,one_year,fiber_optic,electronic_check,no,yes,yes,yes,1
22,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
21,one_year,dsl,electronic_check,yes,no,no,yes,1
71,two_year,fiber_optic,bank_transfer_(automatic),yes,yes,yes,yes,0
1,month-to-month,dsl,electronic_check,no,no,yes,no,1
26,one_year,dsl,credit_card_(automatic),no,yes,yes,yes,0
71,two_year,dsl,bank_transfer_(automatic),yes,yes,yes,no,0
4,month-to-month,dsl,credit_card_(automatic),no,no,yes,yes,0
12,month-to-month,fiber_optic,electronic_check,yes,no,yes,yes,0
18,month-to-month,fiber_optic,electronic_check,no,yes,yes,yes,0
3,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
72,one_year,fiber_optic,bank_transfer_(automatic),yes,no,yes,yes,0
11,month-to-month,fiber_optic,electronic_check,no,no,yes,no,1
1,month-to-month,fiber_optic,credit_card_(automatic),no,no,yes,no,1
13,one_year,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,no,0
72,one_year,fiber_optic,electronic_check,no,yes,yes,yes,1
42,one_year,dsl,credit_card_(automatic),yes,no,yes,no,0
17,month-to-month,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,no,0
7,month-to-month,dsl,mailed_check,no,no,yes,yes,0
68,two_year,fiber_optic,mailed_check,yes,yes,yes,no,0
56,two_year,no,bank_transfer_(automatic),no_internet_service,no_internet_service,yes,no,0
38,one_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
72,two_year,fiber_optic,electronic_check,yes,yes,yes,yes,0
48,one_year,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,no,0
52,month-to-month,fiber_optic,electronic_check,yes,no,yes,yes,0
35,one_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
67,two_year,fiber_optic,bank_transfer_(automatic),no,yes,yes,yes,0
1,month-to-month,dsl,mailed_check,yes,no,no,no,0
53,month-to-month,fiber_optic,mailed_check,no,yes,yes,yes,0
34,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
3,month-to-month,dsl,credit_card_(automatic),no,no,no,no,1
1,month-to-month,fiber_optic,electronic_check,no,no,yes,no,1
19,month-to-month,fiber_optic,mailed_check,no,yes,yes,no,0
60,two_year,fiber_optic,bank_transfer_(automatic),yes,yes,yes,yes,0
11,two_year,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,no,0
47,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
18,month-to-month,dsl,electronic_check,yes,no,yes,no,1
60,two_year,fiber_optic,credit_card_(automatic),yes,yes,yes,no,0
72,two_year,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,no,0
39,one_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
59,one_year,fiber_optic,credit_card_(automatic),yes,no,yes,yes,0
2,month-to-month,fiber_optic,mailed_check,no,no,yes,no,0
1,month-to-month,fiber_optic,electronic_check,no,no,yes,no,1
20,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
6,month-to-month,fiber_optic,bank_transfer_(automatic),no,no,yes,yes,1
71,two_year,fiber_optic,credit_card_(automatic),no,yes,yes,yes,0
24,month-to-month,dsl,mailed_check,yes,no,yes,no,0
67,month-to-month,fiber_optic,credit_card_(automatic),no,no,yes,yes,0
1,month-to-month,fiber_optic,mailed_check,no,no,yes,yes,1
48,one_year,fiber_optic,mailed_check,no,no,yes,yes,1
37,one_year,dsl,mailed_check,no,yes,yes,no,0
11,month-to-month,dsl,mailed_check,no,no,no,no,0
3,month-to-month,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,yes,1
18,month-to-month,fiber_optic,credit_card_(automatic),no,no,yes,yes,0
50,one_year,dsl,bank_transfer_(automatic),no,no,yes,yes,0
67,one_year,fiber_optic,electronic_check,yes,yes,yes,yes,0
25,month-to-month,dsl,mailed_check,yes,yes,yes,yes,0
2,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
9,month-to-month,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,no,0
10,one_year,dsl,mailed_check,yes,yes,no,no,0
70,two_year,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,no,0
9,month-to-month,dsl,bank_transfer_(automatic),yes,yes,yes,yes,0
4,month-to-month,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,yes,0
2,month-to-month,dsl,mailed_check,yes,no,yes,no,0
1,month-to-month,fiber_optic,electronic_check,no,no,yes,no,1
19,month-to-month,dsl,bank_transfer_(automatic),no,no,no,yes,0
7,month-to-month,no,bank_transfer_(automatic),no_internet_service,no_internet_service,yes,yes,0
1,month-to-month,dsl,electronic_check,no,no,yes,yes,1
1,month-to-month,dsl,electronic_check,no,no,yes,no,0
9,one_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
3,month-to-month,dsl,mailed_check,yes,yes,no,no,1
9,month-to-month,dsl,mailed_check,yes,yes,no,no,1
5,month-to-month,dsl,credit_card_(automatic),yes,no,yes,no,0
56,one_year,fiber_optic,bank_transfer_(automatic),no,no,yes,no,0
18,month-to-month,dsl,mailed_check,yes,no,yes,no,0
49,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
70,two_year,dsl,mailed_check,yes,yes,yes,no,0
72,two_year,fiber_optic,credit_card_(automatic),no,yes,yes,yes,0
6,month-to-month,fiber_optic,electronic_check,no,no,yes,no,1
17,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
29,month-to-month,dsl,electronic_check,no,no,no,yes,0
6,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
63,two_year,fiber_optic,electronic_check,no,no,yes,no,0
16,month-to-month,fiber_optic,bank_transfer_(automatic),no,no,yes,yes,1
59,one_year,dsl,bank_transfer_(automatic),no,no,yes,yes,0
3,month-to-month,dsl,electronic_check,no,no,yes,no,0
8,month-to-month,dsl,mailed_check,no,no,no,yes,0
7,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
68,two_year,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,no,0
68,two_year,fiber_optic,credit_card_(automatic),yes,yes,yes,no,0
52,one_year,fiber_optic,electronic_check,no,no,yes,yes,0
72,two_year,fiber_optic,credit_card_(automatic),yes,yes,yes,yes,0
32,one_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
72,two_year,no,bank_transfer_(automatic),no_internet_service,no_internet_service,yes,no,0
1,month-to-month,fiber_optic,credit_card_(automatic),no,no,yes,yes,0
42,one_year,dsl,credit_card_(automatic),yes,yes,yes,no,0
25,two_year,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,no,1
45,month-to-month,dsl,bank_transfer_(automatic),yes,no,yes,yes,0
43,one_year,dsl,credit_card_(automatic),yes,yes,no,yes,0
37,one_year,dsl,mailed_check,yes,no,yes,no,0
20,month-to-month,fiber_optic,credit_card_(automatic),no,no,yes,yes,1
4,month-to-month,dsl,electronic_check,no,no,no,yes,1
63,two_year,fiber_optic,credit_card_(automatic),yes,yes,yes,yes,0
3,month-to-month,fiber_optic,mailed_check,no,no,yes,no,0
66,two_year,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,yes,0
28,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
8,month-to-month,fiber_optic,electronic_check,no,no,yes,no,0
71,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
1,month-to-month,dsl,electronic_check,no,no,no,yes,1
72,two_year,no,bank_transfer_(automatic),no_internet_service,no_internet_service,yes,no,0
16,month-to-month,dsl,bank_transfer_(automatic),yes,no,yes,yes,0
66,two_year,fiber_optic,mailed_check,yes,yes,yes,no,0
11,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
51,one_year,dsl,credit_card_(automatic),yes,yes,yes,yes,0
8,month-to-month,dsl,electronic_check,yes,no,no,yes,0
14,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
4,month-to-month,fiber_optic,electronic_check,no,yes,yes,yes,1
70,two_year,dsl,mailed_check,yes,no,yes,no,0
70,two_year,dsl,electronic_check,yes,yes,yes,no,0
54,one_year,fiber_optic,credit_card_(automatic),no,no,yes,yes,1
28,month-to-month,fiber_optic,bank_transfer_(automatic),yes,no,yes,yes,1
24,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
69,two_year,dsl,credit_card_(automatic),no,no,yes,yes,0
42,month-to-month,dsl,mailed_check,yes,no,yes,no,0
2,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
39,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
45,two_year,fiber_optic,bank_transfer_(automatic),no,yes,yes,yes,0
72,two_year,dsl,bank_transfer_(automatic),yes,yes,yes,yes,0
38,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
72,two_year,dsl,bank_transfer_(automatic),yes,yes,yes,yes,0
1,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,yes,1
72,two_year,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,yes,0
55,two_year,no,bank_transfer_(automatic),no_internet_service,no_internet_service,yes,no,0
51,one_year,dsl,electronic_check,no,yes,no,yes,0
63,two_year,dsl,bank_transfer_(automatic),yes,yes,yes,yes,0
1,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
23,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,yes,0
1,month-to-month,dsl,electronic_check,no,no,yes,no,1
2,month-to-month,dsl,mailed_check,no,yes,yes,yes,0
52,month-to-month,fiber_optic,credit_card_(automatic),yes,no,yes,no,0
36,one_year,dsl,mailed_check,yes,no,yes,no,0
1,month-to-month,dsl,mailed_check,no,no,yes,no,0
28,one_year,dsl,mailed_check,yes,no,yes,no,0
7,one_year,dsl,electronic_check,yes,no,yes,no,0
14,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
72,two_year,dsl,credit_card_(automatic),yes,yes,no,yes,0
1,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,yes,1
10,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
42,one_year,no,bank_transfer_(automatic),no_internet_service,no_internet_service,yes,no,0
7,month-to-month,dsl,bank_transfer_(automatic),no,no,no,no,0
4,month-to-month,fiber_optic,bank_transfer_(automatic),no,no,yes,yes,1
72,two_year,fiber_optic,credit_card_(automatic),yes,yes,yes,yes,0
20,month-to-month,dsl,electronic_check,no,no,no,yes,1
63,two_year,fiber_optic,credit_card_(automatic),yes,yes,yes,no,0
56,two_year,dsl,bank_transfer_(automatic),yes,yes,no,no,0
5,month-to-month,dsl,mailed_check,no,yes,yes,yes,0
72,two_year,fiber_optic,bank_transfer_(automatic),no,yes,yes,yes,0
68,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
67,one_year,dsl,mailed_check,yes,yes,yes,no,0
8,month-to-month,dsl,bank_transfer_(automatic),no,no,yes,no,0
52,month-to-month,fiber_optic,bank_transfer_(automatic),no,yes,yes,yes,0
18,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,yes,0
59,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
60,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
7,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
59,one_year,dsl,mailed_check,yes,no,no,no,0
46,two_year,dsl,bank_transfer_(automatic),yes,yes,no,yes,0
5,month-to-month,dsl,electronic_check,no,no,yes,yes,0
59,two_year,dsl,credit_card_(automatic),yes,yes,no,yes,0
70,two_year,dsl,bank_transfer_(automatic),no,yes,yes,yes,0
14,month-to-month,fiber_optic,credit_card_(automatic),no,no,yes,yes,1
44,month-to-month,dsl,mailed_check,no,no,yes,yes,0
64,two_year,fiber_optic,credit_card_(automatic),yes,no,yes,yes,0
58,two_year,dsl,mailed_check,yes,yes,no,no,0
46,one_year,fiber_optic,electronic_check,no,yes,yes,no,0
58,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
72,two_year,fiber_optic,credit_card_(automatic),no,no,yes,yes,0
30,month-to-month,dsl,electronic_check,no,no,no,yes,1
11,month-to-month,dsl,bank_transfer_(automatic),yes,no,yes,no,0
34,month-to-month,dsl,electronic_check,no,no,no,yes,0
54,two_year,dsl,bank_transfer_(automatic),yes,no,no,no,0
3,month-to-month,dsl,electronic_check,no,no,no,yes,1
72,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
40,month-to-month,fiber_optic,electronic_check,no,yes,yes,yes,1
2,month-to-month,dsl,mailed_check,no,no,yes,no,1
54,two_year,dsl,credit_card_(automatic),no,no,yes,no,0
14,month-to-month,dsl,bank_transfer_(automatic),yes,no,yes,no,0
1,month-to-month,fiber_optic,electronic_check,no,no,yes,no,1
10,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
1,month-to-month,dsl,electronic_check,yes,no,yes,no,0
1,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,no,1
56,one_year,dsl,bank_transfer_(automatic),yes,yes,yes,yes,0
68,two_year,dsl,bank_transfer_(automatic),yes,yes,yes,yes,0
14,one_year,no,mailed_check,no_internet_service,no_internet_service,yes,yes,0
68,two_year,fiber_optic,electronic_check,yes,yes,yes,yes,0
55,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
16,month-to-month,dsl,electronic_check,yes,no,no,yes,0
9,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
14,month-to-month,dsl,electronic_check,yes,no,yes,yes,1
58,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
53,month-to-month,dsl,bank_transfer_(automatic),yes,no,no,yes,0
70,two_year,fiber_optic,credit_card_(automatic),yes,no,yes,yes,0
14,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
22,one_year,dsl,bank_transfer_(automatic),yes,yes,yes,yes,1
10,month-to-month,fiber_optic,credit_card_(automatic),yes,no,yes,yes,0
29,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
1,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
49,one_year,dsl,electronic_check,yes,yes,yes,no,1
68,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
1,month-to-month,fiber_optic,electronic_check,no,no,yes,no,1
30,one_year,dsl,credit_card_(automatic),no,yes,no,yes,0
72,two_year,dsl,credit_card_(automatic),yes,yes,yes,no,0
10,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,yes,0
7,month-to-month,fiber_optic,electronic_check,no,no,yes,no,1
9,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
1,month-to-month,dsl,mailed_check,yes,no,yes,no,0
20,month-to-month,dsl,credit_card_(automatic),no,yes,yes,yes,0
1,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,yes,0
29,month-to-month,fiber_optic,credit_card_(automatic),no,no,yes,yes,0
1,month-to-month,fiber_optic,electronic_check,no,yes,yes,no,0
3,month-to-month,fiber_optic,mailed_check,yes,yes,yes,yes,0
20,month-to-month,fiber_optic,bank_transfer_(automatic),yes,no,yes,yes,0
64,month-to-month,fiber_optic,credit_card_(automatic),no,yes,yes,yes,0
1,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,yes,1
6,month-to-month,dsl,bank_transfer_(automatic),yes,no,no,no,0
50,two_year,no,electronic_check,no_internet_service,no_internet_service,yes,no,0
6,month-to-month,dsl,bank_transfer_(automatic),yes,no,yes,yes,0
7,month-to-month,dsl,electronic_check,no,no,yes,no,0
72,two_year,fiber_optic,credit_card_(automatic),no,no,yes,yes,0
8,month-to-month,dsl,bank_transfer_(automatic),no,no,yes,yes,0
67,two_year,fiber_optic,credit_card_(automatic),yes,yes,yes,no,0
24,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
72,two_year,fiber_optic,credit_card_(automatic),yes,no,yes,yes,0
33,one_year,no,bank_transfer_(automatic),no_internet_service,no_internet_service,yes,yes,0
2,month-to-month,dsl,electronic_check,no,no,no,yes,1
70,two_year,dsl,mailed_check,yes,yes,yes,no,0
22,one_year,dsl,bank_transfer_(automatic),no,no,yes,no,0
59,month-to-month,fiber_optic,bank_transfer_(automatic),yes,no,yes,yes,0
36,one_year,no,credit_card_(automatic),no_internet_service,no_internet_service,yes,yes,0
51,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
53,one_year,dsl,bank_transfer_(automatic),yes,yes,yes,no,0
20,one_year,no,bank_transfer_(automatic),no_internet_service,no_internet_service,yes,no,0
63,two_year,fiber_optic,credit_card_(automatic),yes,no,yes,no,0
40,month-to-month,fiber_optic,credit_card_(automatic),no,no,yes,no,0
35,one_year,no,mailed_check,no_internet_service,no_internet_service,yes,yes,0
26,one_year,fiber_optic,bank_transfer_(automatic),no,no,yes,no,0
27,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,1
53,one_year,dsl,credit_card_(automatic),yes,yes,yes,no,0
34,month-to-month,fiber_optic,credit_card_(automatic),no,no,yes,no,0
19,month-to-month,fiber_optic,electronic_check,no,no,yes,yes,0
43,month-to-month,fiber_optic,credit_card_(automatic),yes,no,yes,yes,0
6,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,no,0
56,two_year,no,mailed_check,no_internet_service,no_internet_service,yes,yes,0
57,month-to-month,dsl,electronic_check,no,no,no,yes,1
34,month-to-month,fiber_optic,mailed_check,no,no,yes,yes,0
10,month-to-month,dsl,electronic_check,no,yes,no,no,0
1,month-to-month,no,mailed_check,no_internet_service,no_internet_service,yes,yes,1
13,month-to-month,dsl,electronic_check,no,no,no,yes,1
